item_code,uom,display_name,display_name_proposed,changed
HDD-TOI-COV-TSS-4127,PCS,Soft Close Toilet Seat And Cover,Soft Close Toilet Seat And Cover,no
NIE-SOC-HAN-DEE-06P-1/2-28MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042028 28MM,Nietz Dr Deep Cr Socket (6PT) 50042028 28MM,no
NIE-SOC-HAN-DEE-06P-1/2-29MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042029 29MM,Nietz Dr Deep Cr Socket (6PT) 50042029 29MM,no
NIP-ZIN-GRE-GRE-5L,CAN,5L Nippon Zinc Phosphate Pr Fd Grey Green,5L Nippon Zinc Phosphate Pr Fd Grey Green,no
PUM-WTR-JHP2-30,UNIT,Water Pump Complete Set JHP2-30,Water Pump Complete Set JHP2-30,no
TOO-COM-GLO-13MM,PCS,Glotool Combination Wrench 13MM,Glotool Combination Wrench 13MM,no
TOO-HAM-CLA-GT21MM,PCS,Glotool Claw Hammer 21MM,Glotool Claw Hammer 21MM,no
WAL-DOW-6003S/1W-BLK,PCS,Out/d Wall Light 6003 S/1W - Blk,Out/d Wall Light 6003 S/1W - Blk,no
BOS-2608-631-013,PCS,Jigsaw Blade T118A,Jigsaw Blade T118A,no
CIMA-SD-L/200Y/36W/WH/3C,SET,36W L/surface D/light Round,36W L/surface D/light Round,no
ELE-CEI-LIGY007/500/96-3CL,PCS,Ceiling Light 3CLR Y-007-500-96W,Ceiling Light 3CLR Y-007-500-96W,no
FAN-STA-OS-20SF,PCS,Osaki Commercial Stand Fan 20,Osaki Commercial Stand Fan 20,no
FAN-STA-PSN-F-MX405-BC,PCS,MX405-16 Stand Fan (purplish Blue),MX405-16 Stand Fan (purplish Blue),no
"FAN-VEN-KDK-25AQM7-10""",PCS,Kdk Ventilator FAN-10 25AQM7,Kdk Ventilator FAN-10 25AQM7,no
GLU-EPO-145G,SET,Pioneer Epoxy Glue 146G X,Pioneer Epoxy Glue 146G X,no
NIE-SOC-HAN-DEE-06P-1/2-12MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042012 12MM,Nietz Dr Deep Cr Socket (6PT) 50042012 12MM,no
NIE-SOC-HAN-DEE-12P-1/2-14MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045014 14MM,Nietz Dr Deep Cr Socket (12PT) 50045014 14MM,no
PRO-COAT-Z388-GRY-18KG,TIN,Procoat Z388 Grey 18KG,Procoat Z388 Grey 18KG,no
SHO-HAN-SWP-HS-513,SET,Hand Shower With Flexible Hose,Hand Shower With Flexible Hose,no
SIN-CAB-CKS6407,PCS,Cabana Kitchen Sink Nanomagma S/steel 750MM,Cabana Kitchen Sink Nanomagma S/steel 750MM,no
SIN-SKS-7645,PCS,Stainless Steel Single Bowl K/sink,Stainless Steel Single Bowl K/sink,no
TOO-COM-GLO-24MM,PCS,Glotool Combination Wrench 24MM,Glotool Combination Wrench 24MM,no
ALP-WAT-HEA-5000EP-WHI,UNIT,Alpha Instant Water Heater 5000EP-WHI,Alpha Instant Water Heater 5000EP-WHI,no
BOS-1619-PC1-798,PCS,Mixer Attachment Grw 140,Mixer Attachment Grw 140,no
DC-Z1G-FF-15,SET,Percussion Hammer,Percussion Hammer,no
ELE-CAB-SPEAKER-FAJAR-30/0.18MMX2C,COIL,Fajar 30/0.18 X 2 Core Speaker Wire 100M,Fajar 30/0.18 X 2 Core Speaker Wire 100M,no
ELE-CEI-LIG-3004/96W 3CLR,PCS,Ceiling Light 3CLR 3004-96W,Ceiling Light 3CLR 3004-96W,no
FAN-TAB-PSN-F-MN304-GR,PCS,MN304-12 Table Fan (grape Purple),MN304-12 Table Fan (grape Purple),no
FIT-BUT-ELB-25X25MM,PCS,Buteline 25MM X 25MM PE Equal Bend,Buteline 25MM X 25MM PE Equal Bend,no
GAS-STO-BGC-933/305,PCS,Butterfly SS Double G/cooker,Butterfly SS Double G/cooker,no
HOS-GAR-ORA-160330,ROLL,Karyon 16MM (5/8)X3MMX30M Super UV Fancy Hose (ora),Karyon 16MM (5/8)X3MMX30M Super UV Fancy Hose (ora),no
SIN-SWP-10549,PCS,Triple Bowl Kitchen Sink,Triple Bowl Kitchen Sink,no
SPR-BID-SWP-SS304-75S,SET,S/s Spray Bidet 1.2MM Fle Hose,S/s Spray Bidet 1.2MM Fle Hose,no
TAP-CAB-CB3803,UNIT,Cabana Pillar-mounted Sink Tap CB3803,Cabana Pillar-mounted Sink Tap CB3803,no
BOS-2608-522-265,PCS,Screwdriver Bit (PH2-SL6-65),Screwdriver Bit (PH2-SL6-65),no
BOS-F016-F04-464,PCS,Trigger Aqt 35-12/ 37-13/ 42-13,Trigger Aqt 35-12/ 37-13/ 42-13,no
"CHA-SAW-CHAIN-3610-18""",PCS,18 Stihl Chain,18 Stihl Chain,no
CIMA-HY-C003/L/32W,SET,L/ceiling Lamp 32W - D/l,L/ceiling Lamp 32W - D/l,no
COC-BAS-CVL-2056,PCS,Cavallo Basin Tap,Cavallo Basin Tap,no
COMPRESSOR-ABKS-AB3.0HP-100L,UNIT,Abks 3.0HP 100L Air Compressor,Abks 3.0HP 100L Air Compressor,no
DOR-WOO-KY800,PCS,KY800(7J) 33 3/4 X 83,KY800(7J) 33 3/4 X 83,no
ELE-BUL-E27-16W-3CLR,PCS,LED Ens Jagung 3CLR,LED Ens Jagung 3CLR,no
"FIT-BUT-STR-MALE-25MMX3/4""",PCS,Buteline 25MMX3/4 PE Straight Male,Buteline 25MMX3/4 PE Straight Male,no
HOS-GAR-SET-ECO20M1108,SET,Ecogreen- Iron Hose Reel Set / 20M,Ecogreen- Iron Hose Reel Set / 20M,no
NIETZ-MOU-FLA-WHE-57131080,PCS,Nietz Mounted Flap Wheel 57131080,Nietz Mounted Flap Wheel 57131080,no
NIP-ECO-OG,CAN,1L 811-5554 Eco 100 Oxide Green Og,1L 811-5554 Eco 100 Oxide Green Og,no
OIL-MOT-W2T-1L,BTL,Advance W2T - 1L,Advance W2T - 1L,no
PAI-SPR-SAM-F2,PCS,Samurai Spray Paint F2 Flat White,Samurai Spray Paint F2 Flat White,no
PRO-COAT-Z588-GRY,TIN,Procoat Z588 Grey 4KG,Procoat Z588 Grey 4KG,no
PYE-WOO-VAR-1L,TIN,PYE Wood VARNISH-1L,PYE Wood VARNISH-1L,no
TOO-COM-GLO-11MM,PCS,Glotool Combination Wrench 11MM,Glotool Combination Wrench 11MM,no
BAS-CAB-CWB1409-CB,PCS,Cabana Counter Top Basin,Cabana Counter Top Basin,no
BOS-2608-680-270,PCS,Sds + Drill Bit S3 8 X 100/160MM,Sds + Drill Bit S3 8 X 100/160MM,no
BUL-FFL-100W-E27-FROST,PCS,Ffl 100W E27 Standard Bulb-frost,Ffl 100W E27 Standard Bulb-frost,no
COC-SINK-LUX-K2B-LT8512,PCS,Luxtec Pillar Sink Tap,Luxtec Pillar Sink Tap,no
FAN-CEI-ALP-FC38,UNIT,Cosa CX20 5B/56 Ceiling Fan -led Matt Black,Cosa CX20 5B/56 Ceiling Fan -led Matt Black,no
GRA-CUT-SUMO-SM33,UNIT,Sumo Brush Cutter SM33N,Sumo Brush Cutter SM33N,no
JUG-MID-MK-17BK,PCS,"Midea Kettle MK-17BK, 1.7L Capacity, 2150W Double Wall, Black","Midea Kettle MK-17BK, 1.7L Capacity, 2150W Double Wall, Black",no
LEO-SUS304-TWI-WAL-L2331W,PCS,Leon Sus 304 Twin Arm Wall Sink,Leon Sus 304 Twin Arm Wall Sink,no
NIP-LAT-118,PAIL,18L Nippon Latex 118,18L Nippon Latex 118,no
SIN-CAB-CKS806,PCS,Cabana S/s Kitchen Sink 500*450*210MM,Cabana S/s Kitchen Sink 500*450*210MM,no
TAP-CAB-CB4934-CR,PCS,Cabana Basin Cold Tap CB4934-CR,Cabana Basin Cold Tap CB4934-CR,no
WAL-DOW-82268-2BK,PCS,Up Down Lite,Up Down Lite,no
WAS-BAS-BA802-WHT,NOS,L306 Wall Hung Wash Basin (b),L306 Wall Hung Wash Basin (b),no
BAS-SOR-SRTW5000,PCS,Sorento 80MM Pop Up Waste (W/0 Over Flow),Sorento 80MM Pop Up Waste (W/0 Over Flow),no
BOS-2607-019-116,SET,Hss-g Bit Set 19 Piece,Hss-g Bit Set 19 Piece,no
BOS-2608-680-258,PCS,Sds + Drill Bit S3 5 X 50/110MM,Sds + Drill Bit S3 5 X 50/110MM,no
BOS-2608-680-284,PCS,Sds + Drill Bit S3 14 X 400/460MM,Sds + Drill Bit S3 14 X 400/460MM,no
ELE-CEI-LIG-613/120W-3CLR,PCS,Ceiling Light 3CLR 613-120W,Ceiling Light 3CLR 613-120W,no
ELE-CEI-LIG-616/120W-3CLR,PCS,Ceiling Light 616-120 3CLR,Ceiling Light 616-120 3CLR,no
LEO-SUS304-TWI-L2301WF,PCS,Leon Twins Sink SUS-304 TAP-L2301WF,Leon Twins Sink SUS-304 TAP-L2301WF,no
NIE-SOC-HAN-DEE-06P-1/2-26MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042026 26MM,Nietz Dr Deep Cr Socket (6PT) 50042026 26MM,no
NIE-SOC-HAN-DEE-06P-1/2-27MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042027 27MM,Nietz Dr Deep Cr Socket (6PT) 50042027 27MM,no
NIETZ-MOU-FLA-WHE-57131100,PCS,Nietz Mounted Flap Wheel 57131100,Nietz Mounted Flap Wheel 57131100,no
SHE-WOO-43088(3FT),PCS,Rw-cb (m) - 3FT Wood Shelf,Rw-cb (m) - 3FT Wood Shelf,no
TOO-NIE-ALL-KEY-12MM,PCS,Nietz E/long Ball Point Satin Wrch 53252120 12MM,Nietz E/long Ball Point Satin Wrch 53252120 12MM,no
"TOO-NIE-SOC-HAN-1/2""-30MM",PCS,Nietz Dr Chrome Socket (12PT)50043030 30MM,Nietz Dr Chrome Socket (12PT)50043030 30MM,no
WAS-BAS-BA805-WHT,NOS,L303 Wall Hung Wash Basin,L303 Wall Hung Wash Basin,no
BAS-AGRI-BASK-V104,PCS,Rayaco Metal Handle Fruit& Veg Basket 69.5X49X42CM,Rayaco Metal Handle Fruit& Veg Basket 69.5X49X42CM,no
BOS-2608-608-N92,PCS,Fiber Sanding Disc 100MM P24,Fiber Sanding Disc 100MM P24,no
BOS-SM9922,BTL,Sumo 2T Motor Oil (1.0 Liter),Sumo 2T Motor Oil (1.0 Liter),no
CUT-BLA-WOO-15030T,PCS,Glotool 100MM Tct Saw Blade Wood 105MM X 30T,Glotool 100MM Tct Saw Blade Wood 105MM X 30T,no
"FAN-VEN-KDK-20AWM8-8""",PCS,Kdk Ventilator FAN-8,Kdk Ventilator FAN-8,no
FOL-TAB-CN YX-Z122-3X,PCS,4FT. Folding Table (wooden Slats),4FT. Folding Table (wooden Slats),no
GAS-STO-BPG-168,PCS,Butterfly Portable Gas Cooker,Butterfly Portable Gas Cooker,no
HOS-FLE-VIP-6615,PCS,Vip Double Buckle S/s Flexible Hose V-6615,Vip Double Buckle S/s Flexible Hose V-6615,no
HOS-MAC-WAS-OUT-3.0M,PCS,PVC Outlet HOSE-3.0M,PVC Outlet HOSE-3.0M,no
PUM-WTR-CHM4-2H,UNIT,Prodn Intelligent Inverter Water Pump (wifi),Prodn Intelligent Inverter Water Pump (wifi),no
SIN-CAB-CKS7606-GY,PCS,Cabana S/s Undermount Kitchen Sink (gold Ylw),Cabana S/s Undermount Kitchen Sink (gold Ylw),no
SWI-SOC-ELE-TSGY913,PCS,13A Universal Track Socket Grey-blue LED (GY913),13A Universal Track Socket Grey-blue LED (GY913),no
TOO-COM-GLO-29MM,PCS,Glotool Combination Wrench 29MM,Glotool Combination Wrench 29MM,no
TOO-COM-GLO-30MM,PCS,Glotool Combination Wrench 30MM,Glotool Combination Wrench 30MM,no
VAL-SOR-SRTWT808,PCS,Sorento Angle Valve Blue S/steel Chrome,Sorento Angle Valve Blue S/steel Chrome,no
ELE-CAB-PVC-4.00MM-BLK,ROLL,Ktk PVC Cable Black,Ktk PVC Cable Black,no
FAN-CEI-ALP-FV37,UNIT,Alpha Vannus VC3- 3B/52 LED Ceiling Fan - Matt Black,Alpha Vannus VC3- 3B/52 LED Ceiling Fan - Matt Black,no
FAN-TAB-BTF-8001,SET,Butterfly 8 Table Fan (grey+white),Butterfly 8 Table Fan (grey+white),no
HOS-FLE-VIP-6618,PCS,Vip Double Buckle S/s Flexible Hose V-6618,Vip Double Buckle S/s Flexible Hose V-6618,no
LOC-LUG-S822-073,SET,Stanley 20MM Keyed Combo Luggage Pad Lock (blue/grey),Stanley 20MM Keyed Combo Luggage Pad Lock (blue/grey),no
NIE-SOC-HAN-DEE-12P-1/2-21MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045021 21MM,Nietz Dr Deep Cr Socket (12PT) 50045021 21MM,no
NIP-ECO-OR,CAN,1L 811-1025 Eco 100 Red Oxide Or,1L 811-1025 Eco 100 Red Oxide Or,no
PUM-WTR-MARLINO-CPM190,UNIT,Marlino Centrifugal Pump,Marlino Centrifugal Pump,no
TAP-SAN-SWP-B-3203,PCS,Basin Pillar Cold Tap SWP-SS-304-3203,Basin Pillar Cold Tap SWP-SS-304-3203,no
TOI-CER-CS102WH,NOS,Ceramic Cistern Only - T506(L/W),Ceramic Cistern Only - T506(L/W),no
TOO-COM-GLO-25MM,PCS,Glotool Combination Wrench 25MM,Glotool Combination Wrench 25MM,no
"TOO-NIE-SOC-HAN-1/2""-22MM",PCS,Nietz Dr Chrome Socket (12PT)50043022 22MM,Nietz Dr Chrome Socket (12PT)50043022 22MM,no
ADH-TAP-NISSHO-HCH-SG0100,ROLL,24MM X 10Y Nissho Acyclic Foam Side Tape (red),24MM X 10Y Nissho Acyclic Foam Side Tape (red),no
BOS-2607-017-409,SET,Bosch V-line Set (68PCS),Bosch V-line Set (68PCS),no
BOS-2608-630-030,PCS,Jigsaw Blade T101B,Jigsaw Blade T101B,no
BOS-2608-680-267,PCS,Sds + Drill Bit S3 7 X 50/110MM,Sds + Drill Bit S3 7 X 50/110MM,no
BUT-NUL-ANC-BH02,PCK,BH02 Butterfly Anchor W/screw 10MM (10PCS/PCK),BH02 Butterfly Anchor W/screw 10MM (10PCS/PCK),no
GAS-REG-AER-AZ182,PCS,Aerogaz LPG Gas Regulator L/p,Aerogaz LPG Gas Regulator L/p,no
GRA-CUT-TK-328,UNIT,Tasto Brush Cutter&handle,Tasto Brush Cutter&handle,no
LIG-ECON-LED-LE908,SET,Econlite Keluar Sign (PC)10X White LED (jkr Approved),Econlite Keluar Sign (PC)10X White LED (jkr Approved),no
MIX-CAB-CB4723,PCS,Cabana Bath/shower MIXER-CB4723,Cabana Bath/shower MIXER-CB4723,no
NIP-ZIN-GRE-GRE-1L,CAN,1L Nippon Zinc Chromate Primer Grey Green,1L Nippon Zinc Chromate Primer Grey Green,no
SD-L/203Y/24W/CIE/DL-6500K,SET,Cielo Iv 203Y 24W L/surface D/light (round),Cielo Iv 203Y 24W L/surface D/light (round),no
TOO-HAM-CLA-GT25MM,PCS,Glotool Claw Hammer 25MM,Glotool Claw Hammer 25MM,no
X-STA-HAM-EVO185B1,UNIT,Black+decker Multi Evo Tools + 3 Heads,Black+decker Multi Evo Tools + 3 Heads,no
BAT-ENE-GOL-AAA2PC,PCK,Eveready Gold Aaa 2 Pc,Eveready Gold Aaa 2 Pc,no
BLE-MID-MBL-6010W,PCS,Midea Table Blender 1.25L 600W,Midea Table Blender 1.25L 600W,no
BOS-2608-634-994,PCS,Jigsaw Blade T345XF,Jigsaw Blade T345XF,no
CHE-NTR-WD40-277ML,CAN,WD40 Anti Rust 277ML,WD40 Anti Rust 277ML,no
CUT-BLA-WOO-15040T,PCS,Glotool 100MM Tct Saw Blade Wood 105MM X 40T,Glotool 100MM Tct Saw Blade Wood 105MM X 40T,no
DC-20V-XA+,SET,"20V DCZC04-24Z,DCJZ2060IZ -sets Xa+ /DC-20V","20V DCZC04-24Z,DCJZ2060IZ -sets Xa+ /DC-20V",no
DC-DCPL208EK-20V,SET,Cordless Brushless Impact Driver (20V) (4.0AH X2/4A),Cordless Brushless Impact Driver (20V) (4.0AH X2/4A),no
DC-JZ2060iEK,SET,Cordless Brushless Driver/hammer Drill 20V (4.0AH X2/4A) / DCJZ2060I,Cordless Brushless Driver/hammer Drill 20V (4.0AH X2/4A) / DCJZ2060I,no
ELE-TUB-LED-2FT-20W-6500K,PCS,Hermanns LED 20W,Hermanns LED 20W,no
GUM-HAR-RS900C,PCS,Silicone Hardex Neutral Clear,Silicone Hardex Neutral Clear,no
IND-CAS-SWI-100MM,PCS,4 DL5 Tpr M/duty 2 Bearing Swivel Caster,4 DL5 Tpr M/duty 2 Bearing Swivel Caster,no
NIP-EAS-6117-7L,CAN,7L Easycoat Emulsion 6127 Precious Pink,7L Easycoat Emulsion 6127 Precious Pink,no
NIP-EAS-6166-7L,CAN,7L Easycoat Emulsion 6166 Moody Blue,7L Easycoat Emulsion 6166 Moody Blue,no
PUM-WTR-IPA370IQC,UNIT,I-pump Auto Peripheral Pump 0.5HP,I-pump Auto Peripheral Pump 0.5HP,no
SWI-CON-20A-250W-TC-10020,PCS,Taicon Power Supply 20A 12V 250W (big),Taicon Power Supply 20A 12V 250W (big),no
BOS-2608-602-751,PCS,14 Cutting Disc 14 X 3.0 X 25.4MM,14 Cutting Disc 14 X 3.0 X 25.4MM,no
CIMA-HY-C007/L/32W,SET,L/ceiling Lamp 32W (daylight) HY-C007,L/ceiling Lamp 32W (daylight) HY-C007,no
COC-SIN-DOU-TY6688W,PCS,Double Sink Tap,Double Sink Tap,no
DC-DCPL04-8EK,SET,Cordless Brushless Impact Driver 12V (2.OAH X 2/2A),Cordless Brushless Impact Driver 12V (2.OAH X 2/2A),no
FOL-TAB-CN YX-Z182D,PCS,6FT Folding Table,6FT Folding Table,no
GAS-STO-MQL-C30,SET,Lgp Cast Iron Gas Stove Mql C-30,Lgp Cast Iron Gas Stove Mql C-30,no
HOS-INL-PVC3.0M,PCS,Washing Machine Inlet Hose 3.0M,Washing Machine Inlet Hose 3.0M,no
IND-CAS-SWI-BRA-75MM,PCS,3 DL5 Tpr M/duty 2 Bearing Swivel Caster W D/ Brake,3 DL5 Tpr M/duty 2 Bearing Swivel Caster W D/ Brake,no
NIE-SOC-HAN-DEE-12P-1/2-16MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045016 16MM,Nietz Dr Deep Cr Socket (12PT) 50045016 16MM,no
OVEN-DEKKA-OV19N,PCS,Dekka Electric Oven OD-19N,Dekka Electric Oven OD-19N,no
PAI-SPR-SAM-001,PCS,Samurai Spray Paint 1 Clear,Samurai Spray Paint 1 Clear,no
PUM-WTR-ADELINO-AWJ4-4,UNIT,Adelino S/s Multi Stage Centrifugal Auto. Pump (1HP),Adelino S/s Multi Stage Centrifugal Auto. Pump (1HP),no
SIN-S/S-CLN-SXST8650R,UNIT,Sanix S/s Double B/sink + Stand,Sanix S/s Double B/sink + Stand,no
SPR-BID-ABS-L300,SET,Leon ABS Bidet,Leon ABS Bidet,no
SWI-CON-5A-TC-10991,PCS,Taicon Power Supply 5A 12V 60W (BIG)-(TC-10991),Taicon Power Supply 5A 12V 60W (BIG)-(TC-10991),no
TAP-PRE-TK-4506S,PCS,Premio: Wall Sink Tap TK-4506S,Premio: Wall Sink Tap TK-4506S,no
TAP-SIN-CAV-CA3818P,PCS,Cavallo Double Tube Sink Tap-pillar,Cavallo Double Tube Sink Tap-pillar,no
ADH-TAP-NISSHO-HCH-SG0077,ROLL,18MM X 10Y Nissho Acyclic Foam Side Tape (red),18MM X 10Y Nissho Acyclic Foam Side Tape (red),no
BAS-SOR-SRTW2600,PCS,Sorento Pop Up Waste,Sorento Pop Up Waste,no
BOS-0601-077-0K0,UNIT,Gvd 1000-17 Voltage Tester,Gvd 1000-17 Voltage Tester,no
BOS-2608-630-031,PCS,Jigsaw Blade T101AO,Jigsaw Blade T101AO,no
BOS-2608-631-014,PCS,Jigsaw Blade T118B,Jigsaw Blade T118B,no
BOS-2608-680-268,PCS,Sds + Drill Bit S3 7 X 100/160MM,Sds + Drill Bit S3 7 X 100/160MM,no
FAN-TAB-PSN-F-MN404-GP,PCS,MN404-16 Table Fan (grape Purple),MN404-16 Table Fan (grape Purple),no
FAS-SCR-DS650HW-MET,BOX,12 X 2 Self Drill Scrw (400PCS/BOX),12 X 2 Self Drill Scrw (400PCS/BOX),no
FOL-TAB-CNYX-Z122-3X,PCS,4FT Folding Table,4FT Folding Table,no
FOL-TAB-CNYX-Z152,PCS,5FT Folding Table (wooden Slats),5FT Folding Table (wooden Slats),no
GLO-LAT-TOP,BOX,Top Glove Latex Exam Disposable H/gloves,Top Glove Latex Exam Disposable H/gloves,no
NIP-SPO-LES-5L-P,CAN,5L Nippon Spot-less Plus Pastel Base,5L Nippon Spot-less Plus Pastel Base,no
TAP-CAB-CB3804,UNIT,Cabana Pillar-mounted Sink Tap CB3804,Cabana Pillar-mounted Sink Tap CB3804,no
"TOO-NIE-SOC-HAN-1/2""-12MM",PCS,Nietz Dr Chrome Socket (12PT)50043012 12MM,Nietz Dr Chrome Socket (12PT)50043012 12MM,no
"TOO-NIE-SOC-HAN-1/2""-14MM",PCS,Nietz Dr Chrome Socket (12PT)50043014 14MM,Nietz Dr Chrome Socket (12PT)50043014 14MM,no
"TOO-NIE-SOC-HAN-1/2""-20MM",PCS,Nietz Dr Chrome Socket (12PT)50043020 20MM,Nietz Dr Chrome Socket (12PT)50043020 20MM,no
BOS-2608-610-001,PCS,Lambwool Bonnet,Lambwool Bonnet,no
BOS-2608-680-282,PCS,Sds + Drill Bit S3 14 X 150/210MM,Sds + Drill Bit S3 14 X 150/210MM,no
ELE-CAB-PVC-4.00MM-RED,ROLL,Ktk PVC Cable Red,Ktk PVC Cable Red,no
ELE-PEN-88001/B-E27,PCS,Aluminium Pendant Lamp 88001/B,Aluminium Pendant Lamp 88001/B,no
ELE-PEN-88005/A-E27,PCS,Aluminium Pendant Lamp 88005/A,Aluminium Pendant Lamp 88005/A,no
FAN-CEI-ALP-FA113,UNIT,Alpha AF22-BT/56 Ceiling Fan-pwt,Alpha AF22-BT/56 Ceiling Fan-pwt,no
GLO-WEL-UNISAFE,PAIR,Unisafe Split Leather Welding Glove 13-1/2,Unisafe Split Leather Welding Glove 13-1/2,no
HOS-GAR-MK-HS-1804-30M,ROLL,PVC Gre/blk Garden Hose,PVC Gre/blk Garden Hose,no
NIE-SOC-HAN-DEE-06P-1/2-09MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042009 9MM,Nietz Dr Deep Cr Socket (6PT) 50042009 9MM,no
NIE-SOC-HAN-DEE-06P-1/2-16MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042016 16MM,Nietz Dr Deep Cr Socket (6PT) 50042016 16MM,no
STI-ROL,ROLL,Cc Roll Sticker 101MM X 54MM (barcode),Cc Roll Sticker 101MM X 54MM (barcode),no
SUMO-SM-158,UNIT,Sumo High Pressure Washer 150 BAR,Sumo High Pressure Washer 150 BAR,no
TOI-HOL-GS-K7,PCS,K09 S/steel Paper Holder,K09 S/steel Paper Holder,no
TOO-LEV-SUN-450MM,PCS,Glotool Spirit Level W/f Three Level 18,Glotool Spirit Level W/f Three Level 18,no
WAL-DOW-B204/1W,SET,B204/1 Wall Lamp,B204/1 Wall Lamp,no
BOS-2608-619-766,PC,14 Cutting Disc (14 X 2.8 X 25.4MM),14 Cutting Disc (14 X 2.8 X 25.4MM),no
DOR-ROL-GAT-75MM,PCS,Galv. Gate Bearing With 2PCS Iron Plate (GR680)3,Galv. Gate Bearing With 2PCS Iron Plate (GR680)3,no
"FAN-VEN-KDK-15TGQZ-6""",UNIT,6 Kdk Ceiling Mount Ventilator Fan,6 Kdk Ceiling Mount Ventilator Fan,no
GUIDE BAR-MS230,PCS,18 Stihl Guide BAR,18 Stihl Guide BAR,no
HHD-CIS-DUAL-M0625/N8205-WHI,SET,(6L&3L)DUAL Flush Round Push Button Plastic,(6L&3L)DUAL Flush Round Push Button Plastic,no
MAC-SEA-90000298,PCS,Iron Hand Pressure Sealing Machine/impulse Sealer SF-300/300MM,Iron Hand Pressure Sealing Machine/impulse Sealer SF-300/300MM,no
SINK-TAP-DE115A-RP,NOS,Doe Cp Brs P. Sink Tap W/ A. Line ABS Hdl,Doe Cp Brs P. Sink Tap W/ A. Line ABS Hdl,no
TOO-LEV-SUN-300MM,PCS,Glotool Magnetic Spirit Level 12,Glotool Magnetic Spirit Level 12,no
TOO-LEV-SUN-9200MM,PCS,Glotool Magnetic Spirit Level 48,Glotool Magnetic Spirit Level 48,no
BOS-2608-680-275,PCS,Sds + Drill Bit S3 10 X 200/260MM,Sds + Drill Bit S3 10 X 200/260MM,no
BOS-F016-F04-559,PCS,Plastic Cable (art 23SL),Plastic Cable (art 23SL),no
CLI-HOS-ORB-TS-M00,PCS,Orbit Wing Hose Clip (13-16MM),Orbit Wing Hose Clip (13-16MM),no
KING KONG-HR150-1500L,UNIT,King Kong S/steel Water Tank 1500L,King Kong S/steel Water Tank 1500L,no
NIE-PLU-SOC-50046621,PCS,Nietz Spark Plug Socket 50046621,Nietz Spark Plug Socket 50046621,no
PAI-BRU-730-75MM,PCS,T&t Paint 3,T&t Paint 3,no
PAI-SPR-PMT-004,DOZ,Paint Master Spray Paint - No. 4 Matt Black,Paint Master Spray Paint - No. 4 Matt Black,no
SIN-CAB-CKS7306,PCS,Cabana Kitchen Sink CKS7306,Cabana Kitchen Sink CKS7306,no
TOO-NIE-SOC-HDL-12MM,PCS,Nietz T Hdl Deep Socket Wrch (6PT)50050212 12MM,Nietz T Hdl Deep Socket Wrch (6PT)50050212 12MM,no
"TOO-VIC-GLO-8""",PCS,Glotool Bench Vice 8,Glotool Bench Vice 8,no
WAS-BAS-IS8207,NOS,IS8207 Art Basin,IS8207 Art Basin,no
CHE-DEG-WAT-BAS-50630450,CAN,Nietz Water Based Degreaser 450ML,Nietz Water Based Degreaser 450ML,no
COC-SINK-K505C,SET,Sink Tap:kk Cross Type Pillar 1/2,Sink Tap:kk Cross Type Pillar 1/2,no
GUIDE BAR-MS180,PCS,16 Stihl Guide BAR,16 Stihl Guide BAR,no
NIE-SOC-HAN-DEE-12P-1/2-23MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045023 23MM,Nietz Dr Deep Cr Socket (12PT) 50045023 23MM,no
PUM-WTR-ADELINO-ACM200,UNIT,Adelino Centrifugal Pump,Adelino Centrifugal Pump,no
SINK-TAP-DE116A-RP,PCS,Doe Cp Brs Wall Sink W/a. Line ABS Hdl,Doe Cp Brs Wall Sink W/a. Line ABS Hdl,no
"TOO-NIE-SOC-HAN-1/2""-23MM",PCS,Nietz Dr Chrome Socket (12PT)50043023 23MM,Nietz Dr Chrome Socket (12PT)50043023 23MM,no
"TOO-NIE-SOC-HAN-1/2""-24MM",PCS,Nietz Dr Chrome Socket (12PT)50043024 24MM,Nietz Dr Chrome Socket (12PT)50043024 24MM,no
BLE-BD335,PCS,Dekka Blender,Dekka Blender,no
CIMA-2822-66-96W,SET,Ceiling Light Ic Control,Ceiling Light Ic Control,no
CIMA-HY-C008/L/32W,SET,L/ceiling Lamp 32W (daylight) HY-C008,L/ceiling Lamp 32W (daylight) HY-C008,no
ELE-BUL-HERM-E27-W/W,PCS,Hermanns LED Candle E27,Hermanns LED Candle E27,no
ELE-CAB-PVC-4.00MM-GRE,ROLL,Ktk PVC Cable Green,Ktk PVC Cable Green,no
ELE-PEN-9393/3,SET,9393/3 Pendant Lamp (E27X3),9393/3 Pendant Lamp (E27X3),no
SHO-CAB-CSA401,UNIT,Cabana S/steel Arm 451MM,Cabana S/steel Arm 451MM,no
